,player,pos,team,opp_home,opp,game,week,day,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fmb,team_win,team_score,opp_score
382,Trent Sherfield,WR,SFO,1.0,DET,1,1,Sun,3,2,23,11.5,1,66.70%,7.67,10.3,0,0,0,0,0,0,0,0,0,1,41,33
383,Davante Adams,WR,GNB,1.0,KAN,9,9,Sun,14,6,42,7.0,0,42.90%,3.0,10.2,0,0,0,0,0,0,0,0,0,0,7,13
384,Rashod Bateman,WR,BAL,0.0,MIN,8,9,Sun,8,5,52,10.4,0,62.50%,6.5,10.2,0,0,0,0,0,0,0,0,0,1,34,31
385,Devin Duvernay,WR,BAL,1.0,DET,3,3,Sun,3,2,22,11.0,1,66.70%,7.33,10.2,0,0,0,0,0,0,0,0,0,1,19,17
386,Deonte Harris,WR,NOR,0.0,NYG,4,4,Sun,8,5,52,10.4,0,62.50%,6.5,10.2,0,0,0,0,0,0,0,0,0,0,21,27
387,Tee Higgins,WR,CIN,0.0,GNB,5,5,Sun,7,5,32,6.4,0,71.40%,4.57,10.2,0,0,0,0,0,0,0,0,0,0,22,25
388,Terry McLaurin,WR,WAS,0.0,LAC,1,1,Sun,4,4,62,15.5,0,100.00%,15.5,10.2,0,0,0,0,0,0,0,0,0,0,16,20
389,Terry McLaurin,WR,WAS,1.0,BUF,3,3,Sun,7,4,62,15.5,0,57.10%,8.86,10.2,0,0,0,0,0,0,0,0,0,0,21,43
390,Elijah Moore,WR,NYJ,1.0,NWE,6,7,Sun,6,1,13,13.0,0,16.70%,2.17,10.2,0,0,0,0,0,1,19,1,0,0,13,54
391,Chester Rogers,WR,TEN,0.0,ARI,1,1,Sun,6,4,62,15.5,0,66.70%,10.33,10.2,0,0,0,0,0,0,0,0,0,0,13,38
392,Deebo Samuel,WR,SFO,0.0,GNB,3,3,Sun,10,5,52,10.4,0,50.00%,5.2,10.2,0,0,0,0,0,2,0,0,0,0,28,30
393,Robby Anderson,WR,CAR,0.0,MIN,6,6,Sun,11,3,11,3.67,1,27.30%,1.0,10.1,0,0,0,0,0,0,0,0,0,0,28,34
394,Braxton Berrios,WR,NYJ,1.0,CAR,1,1,Sun,7,5,51,10.2,0,71.40%,7.29,10.1,0,0,0,0,0,0,0,0,0,0,14,19
395,Chase Claypool,WR,PIT,1.0,CLE,7,8,Sun,5,4,45,11.25,0,80.00%,9.0,10.1,0,0,0,0,0,2,16,0,0,1,15,10
396,Mack Hollins,WR,MIA,1.0,JAX,6,6,Sun,5,4,61,15.25,0,80.00%,12.2,10.1,0,0,0,0,0,0,0,0,0,0,20,23
397,Collin Johnson,WR,NYG,0.0,ATL,3,3,Sun,7,5,51,10.2,0,71.40%,7.29,10.1,0,0,0,0,0,0,0,0,0,0,14,17
398,Calvin Ridley,WR,ATL,0.0,PHI,1,1,Sun,8,5,51,10.2,0,62.50%,6.38,10.1,0,0,0,0,0,0,0,0,0,0,6,32
399,Keenan Allen,WR,LAC,1.0,BAL,6,6,Sun,5,5,50,10.0,0,100.00%,10.0,10.0,0,0,0,0,0,0,0,0,0,0,6,34
400,Chase Claypool,WR,PIT,1.0,BUF,1,1,Sun,5,3,45,15.0,0,60.00%,9.0,10.0,0,0,0,0,0,1,25,0,0,1,23,16
401,A.J. Green,WR,ARI,0.0,GNB,8,8,Thu,8,5,50,10.0,0,62.50%,6.25,10.0,0,0,0,0,0,0,0,0,0,0,21,24
402,Christian Kirk,WR,ARI,0.0,SFO,5,5,Sun,5,5,39,7.8,0,100.00%,7.8,10.0,0,0,0,0,0,1,11,0,0,1,17,10
403,Robby Anderson,WR,CAR,1.0,DAL,4,4,Sun,11,5,46,9.2,0,45.50%,4.18,9.9,0,0,0,0,0,1,3,0,0,0,28,36
404,Ja'Marr Chase,WR,CIN,0.0,CLE,9,9,Sun,13,6,49,8.17,0,46.20%,3.77,9.9,0,0,0,0,0,2,0,0,1,0,16,41
405,D.J. Moore,WR,CAR,1.0,ATL,8,8,Sun,8,4,59,14.75,0,50.00%,7.38,9.9,0,0,0,0,0,0,0,0,0,1,19,13
406,Mecole Hardman,WR,KAN,1.0,WAS,6,6,Sun,5,4,62,15.5,0,80.00%,12.4,9.8,0,0,0,0,0,1,6,0,1,1,31,13
407,Zach Pascal,WR,IND,0.0,NYJ,9,9,Thu,7,4,58,14.5,0,57.10%,8.29,9.8,0,0,0,0,0,0,0,0,0,1,45,30
408,Dante Pettis,WR,NYG,0.0,LAR,6,6,Sun,11,5,48,9.6,0,45.50%,4.36,9.8,0,0,0,0,0,0,0,0,0,0,11,38
409,Jaylen Waddle,WR,MIA,0.0,BUF,2,2,Sun,8,6,48,8.0,0,75.00%,6.0,9.8,0,0,0,0,0,0,0,0,1,0,0,35
410,Chase Claypool,WR,PIT,0.0,LVR,2,2,Sun,9,3,70,23.33,0,33.30%,7.78,9.7,0,0,0,0,0,1,-3,0,0,0,17,26
411,Brandin Cooks,WR,HOU,1.0,BUF,4,4,Sun,7,5,47,9.4,0,71.40%,6.71,9.7,0,0,0,0,0,0,0,0,0,0,0,40
412,Jauan Jennings,WR,SFO,1.0,PHI,2,2,Sun,2,2,17,8.5,1,100.00%,8.5,9.7,0,0,0,0,0,0,0,0,0,1,17,11
413,Kalif Raymond,WR,DET,0.0,CIN,6,6,Sun,7,6,37,6.17,0,85.70%,5.29,9.7,0,0,0,0,0,0,0,0,0,0,11,34
414,Preston Williams,WR,MIA,1.0,TAM,5,5,Sun,5,3,60,20.0,0,60.00%,12.0,9.7,0,0,0,0,0,1,7,0,0,0,17,45
415,Cedrick Wilson Jr.,WR,DAL,0.0,PHI,3,3,Mon,4,2,17,8.5,1,50.00%,4.25,9.7,0,0,0,0,0,0,0,0,0,1,41,21
416,Parris Campbell,WR,IND,1.0,BAL,5,5,Mon,6,4,56,14.0,0,66.70%,9.33,9.6,0,0,0,0,0,0,0,0,0,0,25,31
417,A.J. Green,WR,ARI,0.0,HOU,7,7,Sun,3,3,66,22.0,0,100.00%,22.0,9.6,0,0,0,0,0,0,0,0,0,1,31,5
418,Jakobi Meyers,WR,NWE,1.0,HOU,5,5,Sun,5,4,56,14.0,0,80.00%,11.2,9.6,0,0,0,0,0,0,0,0,0,1,25,22
419,Jakobi Meyers,WR,NWE,1.0,LAC,8,8,Sun,9,4,36,9.0,0,44.40%,4.0,9.6,0,0,0,0,0,0,0,0,0,1,27,24
420,Amon-Ra St. Brown,WR,DET,0.0,CIN,6,6,Sun,7,5,26,5.2,0,71.40%,3.71,9.6,0,0,0,0,0,0,0,0,0,0,11,34
421,Nick Westbrook-Ikhine,WR,TEN,1.0,IND,8,8,Sun,3,2,16,8.0,1,66.70%,5.33,9.6,0,0,0,0,0,0,0,0,0,1,34,31
422,Nico Collins,WR,HOU,0.0,LAR,8,8,Sun,4,4,55,13.75,0,100.00%,13.75,9.5,0,0,0,0,0,0,0,0,0,0,22,38
423,Christian Kirk,WR,ARI,0.0,MIN,2,2,Sun,4,3,65,21.67,0,75.00%,16.25,9.5,0,0,0,0,0,0,0,0,0,1,34,33
424,CeeDee Lamb,WR,DAL,0.0,PHI,3,3,Mon,3,3,66,22.0,0,100.00%,22.0,9.5,0,0,0,0,0,1,-1,0,0,1,41,21
425,Allen Robinson,WR,CHI,1.0,LAR,1,1,Sun,11,6,35,5.83,0,54.50%,3.18,9.5,0,0,0,0,0,0,0,0,0,0,14,34
426,Darius Slayton,WR,NYG,0.0,DEN,1,1,Sun,7,3,65,21.67,0,42.90%,9.29,9.5,0,0,0,0,0,0,0,0,0,0,13,27
427,Marquez Callaway,WR,NOR,0.0,NYG,4,4,Sun,2,2,74,37.0,0,100.00%,37.0,9.4,0,0,0,0,0,0,0,0,0,0,21,27
428,DeAndre Carter,WR,WAS,1.0,ATL,4,4,Sun,1,1,24,24.0,0,100.00%,24.0,9.4,0,0,0,0,0,0,0,0,0,1,34,30
429,Jakobi Meyers,WR,NWE,0.0,NYJ,7,7,Sun,7,5,44,8.8,0,71.40%,6.29,9.4,0,0,0,0,0,0,0,0,0,1,54,13
430,Josh Palmer,WR,LAC,0.0,NWE,7,8,Sun,1,1,24,24.0,1,100.00%,24.0,9.4,0,0,0,0,0,0,0,0,0,0,24,27
431,Tim Patrick,WR,DEN,0.0,WAS,8,8,Sun,3,3,64,21.33,0,100.00%,21.33,9.4,0,0,0,0,0,0,0,0,0,1,17,10
432,Quez Watkins,WR,PHI,0.0,TAM,6,6,Thu,5,3,44,14.67,0,60.00%,8.8,9.4,0,0,0,0,0,0,0,0,0,0,22,28
433,Braxton Berrios,WR,NYJ,0.0,CIN,7,8,Sun,2,2,13,6.5,1,100.00%,6.5,9.3,0,0,0,0,0,0,0,0,0,1,34,31
434,Chris Godwin,WR,TAM,1.0,PHI,6,6,Thu,5,5,43,8.6,0,100.00%,8.6,9.3,0,0,0,0,0,0,0,0,0,1,28,22
435,Mack Hollins,WR,MIA,0.0,ATL,7,7,Sun,3,2,13,6.5,1,66.70%,4.33,9.3,0,0,0,0,0,0,0,0,0,0,28,30
436,Tyler Johnson,WR,TAM,1.0,LAR,3,3,Sun,6,3,63,21.0,0,50.00%,10.5,9.3,0,0,0,0,0,0,0,0,0,0,24,34
437,Zach Pascal,WR,IND,0.0,TEN,8,8,Sun,8,5,43,8.6,0,62.50%,5.38,9.3,0,0,0,0,0,0,0,0,0,0,31,34
438,Allen Robinson,WR,CHI,0.0,DET,4,4,Sun,3,3,63,21.0,0,100.00%,21.0,9.3,0,0,0,0,0,0,0,0,0,1,24,14
439,Allen Robinson,WR,CHI,0.0,GNB,6,6,Sun,7,4,53,13.25,0,57.10%,7.57,9.3,0,0,0,0,0,0,0,0,0,0,14,24
440,Tajae Sharpe,WR,ATL,0.0,NYJ,5,5,Sun,5,4,53,13.25,0,80.00%,10.6,9.3,0,0,0,0,0,0,0,0,0,1,27,20
441,A.J. Brown,WR,TEN,1.0,LAR,9,9,Sun,11,5,42,8.4,0,45.50%,3.82,9.2,0,0,0,0,0,0,0,0,0,1,28,16
442,DeVante Parker,WR,MIA,0.0,BUF,2,2,Sun,9,5,42,8.4,0,55.60%,4.67,9.2,0,0,0,0,0,0,0,0,0,0,0,35
443,John Ross,WR,NYG,1.0,KAN,8,8,Mon,3,2,72,36.0,0,66.70%,24.0,9.2,0,0,0,0,0,0,0,0,0,0,17,20
444,Emmanuel Sanders,WR,BUF,0.0,PIT,1,1,Sun,8,4,52,13.0,0,50.00%,6.5,9.2,0,0,0,0,0,0,0,0,0,0,16,23
445,JuJu Smith-Schuster,WR,PIT,1.0,BUF,1,1,Sun,8,4,52,13.0,0,50.00%,6.5,9.2,0,0,0,0,0,0,0,0,0,1,23,16
446,Antoine Wesley,WR,ARI,1.0,SFO,9,9,Sun,3,3,62,20.67,0,100.00%,20.67,9.2,0,0,0,0,0,0,0,0,0,1,31,17
447,Corey Davis,WR,NYJ,1.0,DEN,3,3,Sun,10,5,41,8.2,0,50.00%,4.1,9.1,0,0,0,0,0,0,0,0,0,0,0,26
448,Nelson Agholor,WR,NWE,1.0,LAC,8,8,Sun,6,3,60,20.0,0,50.00%,10.0,9.0,0,0,0,0,0,0,0,0,0,1,27,24
449,Allen Lazard,WR,GNB,1.0,KAN,9,9,Sun,1,1,20,20.0,1,100.00%,20.0,9.0,0,0,0,0,0,0,0,0,0,0,7,13
450,Henry Ruggs III,WR,LVR,1.0,LAC,4,4,Mon,6,3,60,20.0,0,50.00%,10.0,9.0,0,0,0,0,0,0,0,0,0,0,14,28
451,Nelson Agholor,WR,NWE,0.0,TAM,4,4,Sun,5,3,55,18.33,0,60.00%,11.0,8.9,0,0,0,0,0,1,4,0,0,0,17,19
452,Stefon Diggs,WR,BUF,1.0,KAN,5,5,Sun,5,2,69,34.5,0,40.00%,13.8,8.9,0,0,0,0,0,0,0,0,0,1,38,20
453,Julio Jones,WR,TEN,0.0,BUF,6,6,Mon,5,3,59,19.67,0,60.00%,11.8,8.9,0,0,0,0,0,0,0,0,0,1,34,31
454,Kalif Raymond,WR,DET,0.0,SFO,1,1,Sun,4,3,50,16.67,0,75.00%,12.5,8.9,0,0,0,0,0,1,9,0,0,0,33,41
455,Mohamed Sanu,WR,SFO,1.0,CHI,7,8,Sun,4,3,59,19.67,0,75.00%,14.75,8.9,0,0,0,0,0,0,0,0,0,1,33,22
456,Sammy Watkins,WR,BAL,1.0,DEN,4,4,Sun,7,4,49,12.25,0,57.10%,7.0,8.9,0,0,0,0,0,0,0,0,0,1,23,7
457,Jamison Crowder,WR,NYJ,1.0,IND,8,9,Thu,7,5,38,7.6,0,71.40%,5.43,8.8,0,0,0,0,0,0,0,0,0,0,30,45
458,Devin Duvernay,WR,BAL,0.0,MIN,8,9,Sun,2,2,8,4.0,1,100.00%,4.0,8.8,0,0,0,0,0,0,0,0,0,1,34,31
459,Terrace Marshall Jr.,WR,CAR,1.0,HOU,3,3,Thu,5,4,48,12.0,0,80.00%,9.6,8.8,0,0,0,0,0,0,0,0,0,1,24,9
460,D.J. Moore,WR,CAR,0.0,PHI,5,5,Sun,7,5,42,8.4,0,71.40%,6.0,8.8,0,0,0,0,0,1,-4,0,0,0,18,21
461,Laviska Shenault Jr.,WR,JAX,0.0,ARI,3,3,Sun,4,4,48,12.0,0,100.00%,12.0,8.8,0,0,0,0,0,0,0,0,0,0,19,31
462,Bryan Edwards,WR,LVR,1.0,DEN,6,6,Sun,4,2,67,33.5,0,50.00%,16.75,8.7,0,0,0,0,0,0,0,0,0,1,34,24
463,Deonte Harris,WR,NOR,0.0,TAM,7,8,Sun,7,3,35,11.67,0,42.90%,5.0,8.7,0,0,0,0,0,1,22,0,0,1,36,27
464,Kendall Hinton,WR,DEN,0.0,LVR,6,6,Sun,5,5,37,7.4,0,100.00%,7.4,8.7,0,0,0,0,0,0,0,0,0,0,24,34
465,Jarvis Landry,WR,CLE,0.0,DEN,7,7,Thu,8,5,37,7.4,0,62.50%,4.63,8.7,0,0,0,0,0,0,0,0,0,1,17,14
466,Elijah Moore,WR,NYJ,0.0,NWE,2,2,Sun,8,4,47,11.75,0,50.00%,5.88,8.7,0,0,0,0,0,0,0,0,0,0,6,25
467,Courtland Sutton,WR,DEN,0.0,NYJ,3,3,Sun,5,5,37,7.4,0,100.00%,7.4,8.7,0,0,0,0,0,0,0,0,0,1,26,0
468,Freddie Swain,WR,SEA,0.0,NOR,7,7,Mon,6,4,39,9.75,0,66.70%,6.5,8.7,0,0,0,0,0,1,8,0,0,0,10,13
469,DeAndre Hopkins,WR,ARI,0.0,GNB,8,8,Thu,2,2,66,33.0,0,100.00%,33.0,8.6,0,0,0,0,0,0,0,0,0,0,21,24
470,Christian Kirk,WR,ARI,0.0,GNB,8,8,Thu,6,4,46,11.5,0,66.70%,7.67,8.6,0,0,0,0,0,0,0,0,0,0,21,24
471,Terry McLaurin,WR,WAS,0.0,NOR,5,5,Sun,11,4,46,11.5,0,36.40%,4.18,8.6,0,0,0,0,0,0,0,0,0,0,22,33
472,Adam Thielen,WR,MIN,1.0,BAL,8,9,Sun,7,2,6,3.0,1,28.60%,0.86,8.6,0,0,0,0,0,0,0,0,0,0,31,34
473,Corey Davis,WR,NYJ,1.0,ATL,5,5,Sun,7,4,45,11.25,0,57.10%,6.43,8.5,0,0,0,0,0,0,0,0,0,0,20,27
474,Devin Duvernay,WR,BAL,0.0,IND,5,5,Mon,4,4,45,11.25,0,100.00%,11.25,8.5,0,0,0,0,0,0,0,0,0,1,31,25
475,Chris Godwin,WR,TAM,1.0,NWE,4,4,Sun,5,3,55,18.33,0,60.00%,11.0,8.5,0,0,0,0,0,0,0,0,0,1,19,17
476,Marvin Jones,WR,JAX,1.0,SEA,7,8,Sun,8,5,35,7.0,0,62.50%,4.38,8.5,0,0,0,0,0,0,0,0,0,0,7,31
477,Byron Pringle,WR,KAN,1.0,WAS,6,6,Sun,3,3,55,18.33,0,100.00%,18.33,8.5,0,0,0,0,0,0,0,0,0,1,31,13
478,Greg Ward,WR,PHI,0.0,KAN,4,4,Sun,2,1,15,15.0,1,50.00%,7.5,8.5,0,0,0,0,0,0,0,0,0,0,30,42
479,Greg Ward,WR,PHI,1.0,DAL,3,3,Mon,1,1,15,15.0,1,100.00%,15.0,8.5,0,0,0,0,0,0,0,0,0,0,21,41
480,Nico Collins,WR,HOU,1.0,IND,6,6,Sun,6,4,44,11.0,0,66.70%,7.33,8.4,0,0,0,0,0,0,0,0,0,0,3,31
481,Jamison Crowder,WR,NYJ,1.0,ATL,5,5,Sun,6,4,24,6.0,0,66.70%,4.0,8.4,0,0,0,0,0,0,0,0,0,0,20,27
482,Zach Pascal,WR,IND,1.0,MIA,4,4,Sun,5,4,44,11.0,0,80.00%,8.8,8.4,0,0,0,0,0,0,0,0,0,1,27,17
483,Sammy Watkins,WR,BAL,0.0,KAN,2,2,Sun,7,4,44,11.0,0,57.10%,6.29,8.4,0,0,0,0,0,0,0,0,0,1,36,35
484,Marquise Brown,WR,BAL,1.0,DET,3,3,Sun,7,3,53,17.67,0,42.90%,7.57,8.3,0,0,0,0,0,0,0,0,0,1,19,17
485,Marquise Goodwin,WR,CHI,1.0,LAR,1,1,Sun,4,4,45,11.25,0,100.00%,11.25,8.3,0,0,0,0,0,1,-2,0,0,0,14,34
486,Tre'Quan Smith,WR,NOR,0.0,ATL,8,9,Sun,4,3,53,17.67,0,75.00%,13.25,8.3,0,0,0,0,0,0,0,0,0,0,25,27
487,Brandon Zylstra,WR,CAR,1.0,DAL,4,4,Sun,2,2,63,31.5,0,100.00%,31.5,8.3,0,0,0,0,0,0,0,0,0,0,28,36
488,Van Jefferson,WR,LAR,0.0,TAM,3,3,Sun,6,4,42,10.5,0,66.70%,7.0,8.2,0,0,0,0,0,0,0,0,0,1,34,24
489,Marcus Johnson,WR,TEN,1.0,JAX,5,5,Sun,5,3,52,17.33,0,60.00%,10.4,8.2,0,0,0,0,0,0,0,0,0,1,37,19
490,DeVante Parker,WR,MIA,1.0,LVR,3,3,Sun,7,4,42,10.5,0,57.10%,6.0,8.2,0,0,0,0,0,0,0,0,0,0,28,31
491,Cedrick Wilson Jr.,WR,DAL,1.0,NWE,6,6,Sun,7,4,42,10.5,0,57.10%,6.0,8.2,0,0,0,0,0,0,0,0,1,1,35,29
492,Byron Pringle,WR,KAN,0.0,BUF,5,5,Sun,2,2,11,5.5,1,100.00%,5.5,8.1,0,0,0,0,0,0,0,0,1,0,20,38
493,Henry Ruggs III,WR,LVR,0.0,CHI,5,5,Sun,3,3,51,17.0,0,100.00%,17.0,8.1,0,0,0,0,0,0,0,0,0,0,9,20
494,Randall Cobb,WR,GNB,1.0,KAN,9,9,Sun,5,3,50,16.67,0,60.00%,10.0,8.0,0,0,0,0,0,0,0,0,0,0,7,13
495,Ashton Dulin,WR,IND,0.0,LAR,2,2,Sun,2,1,10,10.0,0,50.00%,5.0,8.0,0,0,0,0,0,0,0,0,0,0,24,27
496,Isaiah Ford,WR,MIA,0.0,ATL,7,7,Sun,1,1,10,10.0,1,100.00%,10.0,8.0,0,0,0,0,0,0,0,0,0,0,28,30
497,Chris Hogan,WR,NOR,0.0,GNB,1,1,Sun,1,1,10,10.0,1,100.00%,10.0,8.0,0,0,0,0,0,0,0,0,0,1,38,3
498,Danny Amendola,WR,HOU,1.0,MIA,9,9,Sun,7,3,49,16.33,0,42.90%,7.0,7.9,0,1,0,0,0,0,0,0,0,0,9,17
499,Tyler Boyd,WR,CIN,1.0,BAL,7,7,Sun,7,4,39,9.75,0,57.10%,5.57,7.9,0,0,0,0,0,0,0,0,0,1,41,17
500,Jalen Guyton,WR,LAC,1.0,WAS,1,1,Sun,5,3,49,16.33,0,60.00%,9.8,7.9,0,0,0,0,0,0,0,0,0,1,20,16
501,Jerry Jeudy,WR,DEN,0.0,WAS,8,8,Sun,4,4,39,9.75,0,100.00%,9.75,7.9,0,0,0,0,0,1,0,0,0,1,17,10
502,Ty Montgomery,WR,NOR,0.0,NYG,4,4,Sun,3,3,42,14.0,0,100.00%,14.0,7.9,0,0,0,0,0,2,7,0,0,0,21,27
503,Russell Gage,WR,ATL,1.0,TAM,2,2,Sun,7,5,28,5.6,0,71.40%,4.0,7.8,0,0,0,0,0,0,0,0,0,0,25,48
504,DeSean Jackson,WR,LAR,1.0,SEA,5,5,Thu,3,1,68,68.0,0,33.30%,22.67,7.8,0,0,0,0,0,0,0,0,0,1,26,17
505,Jakobi Meyers,WR,NWE,1.0,NYJ,2,2,Sun,6,4,38,9.5,0,66.70%,6.33,7.8,0,0,0,0,0,0,0,0,0,1,25,6
506,Zach Pascal,WR,IND,1.0,BAL,5,5,Mon,5,3,48,16.0,0,60.00%,9.6,7.8,0,0,0,0,0,0,0,0,0,0,25,31
507,Quez Watkins,WR,PHI,1.0,CAR,5,5,Sun,3,3,48,16.0,0,100.00%,16.0,7.8,0,0,0,0,0,0,0,0,0,1,21,18
508,Mike Williams,WR,LAC,1.0,PHI,8,9,Sun,5,2,58,29.0,0,40.00%,11.6,7.8,0,0,0,0,0,0,0,0,0,1,27,24
509,Julio Jones,WR,TEN,0.0,IND,3,3,Sun,4,3,47,15.67,0,75.00%,11.75,7.7,0,0,0,0,0,0,0,0,0,1,25,16
510,Courtland Sutton,WR,DEN,0.0,BAL,4,4,Sun,8,3,47,15.67,0,37.50%,5.88,7.7,0,0,0,0,0,0,0,0,0,0,7,23
511,Auden Tate,WR,CIN,1.0,DET,6,6,Sun,1,1,7,7.0,1,100.00%,7.0,7.7,0,0,0,0,0,0,0,0,0,1,34,11
512,Cole Beasley,WR,BUF,1.0,MIA,2,2,Sun,4,4,36,9.0,0,100.00%,9.0,7.6,0,0,0,0,0,0,0,0,0,1,35,0
513,Michael Gallup,WR,DAL,1.0,TAM,1,1,Thu,7,4,36,9.0,0,57.10%,5.14,7.6,0,0,0,0,0,0,0,0,0,0,29,31
514,Darnell Mooney,WR,CHI,1.0,LAR,1,1,Sun,7,5,26,5.2,0,71.40%,3.71,7.6,0,0,0,0,0,0,0,0,0,0,14,34
515,D.J. Moore,WR,CAR,0.0,NWE,9,9,Sun,7,3,32,10.67,0,42.90%,4.57,7.6,0,0,0,0,0,2,14,0,0,0,6,24
516,Chester Rogers,WR,TEN,0.0,IND,3,3,Sun,2,1,6,6.0,1,50.00%,3.0,7.6,0,0,0,0,0,0,0,0,0,1,25,16
517,Amon-Ra St. Brown,WR,DET,0.0,PHI,8,8,Sun,5,3,46,15.33,0,60.00%,9.2,7.6,0,0,0,0,0,0,0,0,0,0,6,44
518,Adam Thielen,WR,MIN,0.0,CLE,4,4,Sun,8,3,46,15.33,0,37.50%,5.75,7.6,0,0,0,0,0,0,0,0,0,0,7,14
519,Marquise Brown,WR,BAL,0.0,LAC,6,6,Sun,5,4,35,8.75,0,80.00%,7.0,7.5,0,0,0,0,0,0,0,0,1,1,34,6
520,Julio Jones,WR,TEN,1.0,LAR,9,9,Sun,4,4,35,8.75,0,100.00%,8.75,7.5,0,0,0,0,0,0,0,0,0,1,28,16
521,Rondale Moore,WR,ARI,1.0,SFO,9,9,Sun,5,5,25,5.0,0,100.00%,5.0,7.5,0,0,0,0,0,0,0,0,0,1,31,17
522,Mohamed Sanu,WR,SFO,0.0,SEA,4,4,Sun,5,4,35,8.75,0,80.00%,7.0,7.5,0,0,0,0,0,0,0,0,0,0,21,28
523,Jamison Crowder,WR,NYJ,1.0,NWE,6,7,Sun,6,4,34,8.5,0,66.70%,5.67,7.4,0,0,0,0,0,0,0,0,0,0,13,54
524,Tee Higgins,WR,CIN,1.0,DET,6,6,Sun,6,3,44,14.67,0,50.00%,7.33,7.4,0,0,0,0,0,0,0,0,0,1,34,11
525,Kadarius Toney,WR,NYG,1.0,KAN,8,8,Mon,5,4,26,6.5,0,80.00%,5.2,7.4,1,1,19,0,0,0,0,0,0,0,17,20
526,A.J. Brown,WR,TEN,1.0,SEA,2,2,Sun,9,3,43,14.33,0,33.30%,4.78,7.3,0,0,0,0,0,0,0,0,0,1,33,30
527,Chase Claypool,WR,PIT,0.0,CHI,8,9,Mon,5,3,30,10.0,0,60.00%,6.0,7.3,0,0,0,0,0,2,13,0,0,1,29,27
528,Tyreek Hill,WR,KAN,0.0,GNB,9,9,Sun,11,4,37,9.25,0,36.40%,3.36,7.3,0,0,0,0,0,1,-4,0,0,1,13,7
529,Cameron Batson,WR,TEN,1.0,NYJ,4,4,Sun,4,1,2,2.0,1,25.00%,0.5,7.2,0,0,0,0,0,0,0,0,0,0,24,27
530,Tyler Johnson,WR,TAM,0.0,MIA,5,5,Sun,3,3,42,14.0,0,100.00%,14.0,7.2,0,0,0,0,0,0,0,0,0,1,45,17
531,Allen Robinson,WR,CHI,1.0,LVR,5,5,Sun,5,4,32,8.0,0,80.00%,6.4,7.2,0,0,0,0,0,0,0,0,0,1,20,9
532,Brandin Cooks,WR,HOU,1.0,ARI,7,7,Sun,7,5,21,4.2,0,71.40%,3.0,7.1,0,0,0,0,0,0,0,0,0,0,5,31
533,KJ Hamler,WR,DEN,1.0,NYG,1,1,Sun,4,3,41,13.67,0,75.00%,10.25,7.1,0,0,0,0,0,0,0,0,0,1,27,13
534,Van Jefferson,WR,LAR,0.0,TEN,9,9,Sun,7,3,41,13.67,0,42.90%,5.86,7.1,0,0,0,0,0,0,0,0,0,0,16,28
535,Tyler Lockett,WR,SEA,1.0,MIN,3,3,Sun,4,4,31,7.75,0,100.00%,7.75,7.1,0,0,0,0,0,0,0,0,0,0,17,30
536,Henry Ruggs III,WR,LVR,0.0,PHI,7,7,Sun,4,4,24,6.0,0,100.00%,6.0,7.1,0,0,0,0,0,1,7,0,0,1,33,22
537,Bryan Edwards,WR,LVR,1.0,PIT,2,2,Sun,3,3,40,13.33,0,100.00%,13.33,7.0,0,0,0,0,0,0,0,0,0,1,26,17
538,Will Fuller,WR,MIA,1.0,LVR,3,3,Sun,6,3,20,6.67,0,50.00%,3.33,7.0,0,0,0,0,0,0,0,0,0,0,28,31
539,Jeff Smith,WR,NYJ,1.0,IND,8,9,Thu,4,3,40,13.33,0,75.00%,10.0,7.0,0,0,0,0,0,0,0,0,0,0,30,45
540,Juwann Winfree,WR,GNB,1.0,ARI,8,8,Thu,6,4,30,7.5,0,66.70%,5.0,7.0,0,0,0,0,0,0,0,0,1,1,24,21
541,Rashod Bateman,WR,BAL,0.0,LAC,6,6,Sun,6,4,29,7.25,0,66.70%,4.83,6.9,0,0,0,0,0,0,0,0,0,1,34,6
542,Tim Patrick,WR,DEN,0.0,BAL,4,4,Sun,6,3,39,13.0,0,50.00%,6.5,6.9,0,0,0,0,0,0,0,0,0,0,7,23
543,Jaylen Waddle,WR,MIA,1.0,BUF,8,8,Sun,11,4,29,7.25,0,36.40%,2.64,6.9,0,0,0,0,0,0,0,0,0,0,11,26
544,Jamal Agnew,WR,JAX,0.0,BUF,8,9,Sun,5,3,27,9.0,0,60.00%,5.4,6.8,0,0,0,0,0,1,11,0,0,1,9,6
545,Robby Anderson,WR,CAR,0.0,NOR,2,2,Sun,6,3,38,12.67,0,50.00%,6.33,6.8,0,0,0,0,0,0,0,0,0,1,26,7
546,Kendrick Bourne,WR,NWE,1.0,HOU,5,5,Sun,3,3,26,8.67,0,100.00%,8.67,6.8,0,0,0,0,0,1,12,0,0,1,25,22
547,Kendrick Bourne,WR,NWE,1.0,LAC,8,8,Sun,7,4,38,9.5,0,57.10%,5.43,6.8,0,0,0,0,0,0,0,0,1,1,27,24
548,A.J. Brown,WR,TEN,1.0,JAX,5,5,Sun,6,3,38,12.67,0,50.00%,6.33,6.8,0,0,0,0,0,0,0,0,0,1,37,19
