,player,pos,team,opp_home,opp,game,week,day,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fmb,team_win,team_score,opp_score
549,Quintez Cephus,WR,DET,1.0,MIN,5,5,Sun,3,3,38,12.67,0,100.00%,12.67,6.8,0,0,0,0,0,0,0,0,0,0,17,19
550,Kenny Golladay,WR,NYG,1.0,WAS,2,2,Thu,8,3,38,12.67,0,37.50%,4.75,6.8,0,0,0,0,0,0,0,0,0,0,29,30
551,Terry McLaurin,WR,WAS,0.0,KAN,6,6,Sun,8,4,28,7.0,0,50.00%,3.5,6.8,0,0,0,0,0,0,0,0,0,0,13,31
552,Emmanuel Sanders,WR,BUF,1.0,MIA,2,2,Sun,6,2,48,24.0,0,33.30%,8.0,6.8,0,0,0,0,0,0,0,0,0,1,35,0
553,Laviska Shenault Jr.,WR,JAX,0.0,TEN,5,5,Sun,3,1,58,58.0,0,33.30%,19.33,6.8,0,0,0,0,0,0,0,0,0,0,19,37
554,Robert Woods,WR,LAR,0.0,TAM,3,3,Sun,6,3,33,11.0,0,50.00%,5.5,6.8,0,0,0,0,0,1,5,0,0,1,34,24
555,Noah Brown,WR,DAL,1.0,NWE,6,6,Sun,2,2,47,23.5,0,100.00%,23.5,6.7,0,0,0,0,0,0,0,0,0,1,35,29
556,Rondale Moore,WR,ARI,1.0,LAR,4,4,Sun,3,3,28,9.33,0,100.00%,9.33,6.7,0,0,0,0,0,2,9,0,0,1,37,20
557,Noah Brown,WR,DAL,0.0,NYG,5,5,Sun,4,3,36,12.0,0,75.00%,9.0,6.6,0,0,0,0,0,0,0,0,0,1,44,20
558,Adam Humphries,WR,WAS,1.0,GNB,7,7,Sun,4,3,36,12.0,0,75.00%,9.0,6.6,0,0,0,0,0,0,0,0,0,0,10,24
559,K.J. Osborn,WR,MIN,0.0,CLE,4,4,Sun,7,3,26,8.67,0,42.90%,3.71,6.6,0,0,0,0,0,1,10,0,0,0,7,14
560,Hunter Renfrow,WR,LVR,1.0,DEN,6,6,Sun,5,3,36,12.0,0,60.00%,7.2,6.6,0,0,0,0,0,0,0,0,0,1,34,24
561,Henry Ruggs III,WR,LVR,0.0,BAL,1,1,Mon,5,2,46,23.0,0,40.00%,9.2,6.6,0,0,0,0,0,0,0,0,0,1,33,27
562,Mohamed Sanu,WR,SFO,0.0,GNB,3,3,Sun,6,3,36,12.0,0,50.00%,6.0,6.6,0,0,0,0,0,0,0,0,0,0,28,30
563,Kadarius Toney,WR,NYG,0.0,LAR,6,6,Sun,3,3,36,12.0,0,100.00%,12.0,6.6,0,0,0,0,0,0,0,0,0,0,11,38
564,Quez Watkins,WR,PHI,1.0,DAL,3,3,Mon,2,2,46,23.0,0,100.00%,23.0,6.6,0,0,0,0,0,0,0,0,0,0,21,41
565,Terry McLaurin,WR,WAS,1.0,DEN,8,8,Sun,7,3,23,7.67,0,42.90%,3.29,6.5,0,0,0,0,0,1,12,0,0,0,10,17
566,Darnell Mooney,WR,CHI,1.0,LVR,5,5,Sun,5,3,35,11.67,0,60.00%,7.0,6.5,0,0,0,0,0,0,0,0,0,1,20,9
567,Sterling Shepard,WR,NYG,1.0,KAN,8,8,Mon,7,4,25,6.25,0,57.10%,3.57,6.5,0,0,0,0,0,0,0,0,0,0,17,20
568,James Washington,WR,PIT,0.0,CHI,8,9,Mon,3,1,42,42.0,0,33.30%,14.0,6.5,0,0,0,0,0,2,13,0,0,1,29,27
569,Kendrick Bourne,WR,NWE,1.0,CAR,9,9,Sun,4,3,34,11.33,0,75.00%,8.5,6.4,0,0,0,0,0,0,0,0,0,1,24,6
570,Tyler Boyd,WR,CIN,0.0,GNB,5,5,Sun,5,4,24,6.0,0,80.00%,4.8,6.4,0,0,0,0,0,0,0,0,0,0,22,25
571,Dyami Brown,WR,WAS,0.0,NYG,2,2,Thu,6,3,34,11.33,0,50.00%,5.67,6.4,0,0,0,0,0,0,0,0,0,1,30,29
572,Tyler Lockett,WR,SEA,1.0,SFO,4,4,Sun,5,4,24,6.0,0,80.00%,4.8,6.4,0,0,0,0,0,0,0,0,0,1,28,21
573,Ray-Ray McCloud,WR,PIT,0.0,CIN,3,3,Sun,4,3,33,11.0,0,75.00%,8.25,6.3,0,0,0,0,0,0,0,0,1,0,10,24
574,Jaylen Waddle,WR,MIA,0.0,IND,4,4,Sun,4,3,33,11.0,0,75.00%,8.25,6.3,0,0,0,0,0,0,0,0,0,0,17,27
575,Quez Watkins,WR,PHI,0.0,KAN,4,4,Sun,7,3,33,11.0,0,42.90%,4.71,6.3,0,0,0,0,0,0,0,0,0,0,30,42
576,Nelson Agholor,WR,NWE,1.0,HOU,5,5,Sun,4,3,32,10.67,0,75.00%,8.0,6.2,0,0,0,0,0,0,0,0,0,1,25,22
577,Tyler Boyd,WR,CIN,0.0,MIN,1,1,Sun,4,3,32,10.67,0,75.00%,8.0,6.2,0,0,0,0,0,0,0,0,0,1,27,24
578,Marquez Callaway,WR,NOR,1.0,SEA,6,7,Mon,7,3,32,10.67,0,42.90%,4.57,6.2,0,0,0,0,0,0,0,0,0,1,13,10
579,Brandon Zylstra,WR,CAR,0.0,MIN,6,6,Sun,3,3,32,10.67,0,100.00%,10.67,6.2,0,0,0,0,0,0,0,0,0,0,28,34
580,Devin Duvernay,WR,BAL,1.0,DEN,4,4,Sun,6,3,31,10.33,0,50.00%,5.17,6.1,0,0,0,0,0,0,0,0,0,1,23,7
581,Mecole Hardman,WR,KAN,1.0,PHI,4,4,Sun,3,2,16,8.0,0,66.70%,5.33,6.1,0,0,0,0,0,2,25,0,0,1,42,30
582,Deonte Harris,WR,NOR,1.0,NWE,3,3,Sun,3,3,31,10.33,0,100.00%,10.33,6.1,0,0,0,0,0,0,0,0,0,1,28,13
583,Dyami Brown,WR,WAS,0.0,KAN,6,6,Sun,6,3,30,10.0,0,50.00%,5.0,6.0,0,0,0,0,0,0,0,0,0,0,13,31
584,Marquez Callaway,WR,NOR,0.0,TAM,7,8,Sun,5,3,30,10.0,0,60.00%,6.0,6.0,0,0,0,0,0,0,0,0,0,1,36,27
585,Marquise Goodwin,WR,CHI,1.0,PIT,9,9,Mon,4,1,50,50.0,0,25.00%,12.5,6.0,0,0,0,0,0,0,0,0,0,0,27,29
586,K.J. Hill,WR,LAC,1.0,WAS,1,1,Sun,3,3,30,10.0,0,100.00%,10.0,6.0,0,0,0,0,0,0,0,0,0,1,20,16
587,Laviska Shenault Jr.,WR,JAX,0.0,BUF,8,9,Sun,4,4,24,6.0,0,100.00%,6.0,6.0,0,0,0,0,0,1,-4,0,0,1,9,6
588,Ben Skowronek,WR,LAR,1.0,HOU,8,8,Sun,3,3,30,10.0,0,100.00%,10.0,6.0,0,0,0,0,0,0,0,0,0,1,38,22
589,Courtland Sutton,WR,DEN,0.0,WAS,8,8,Sun,4,2,40,20.0,0,50.00%,10.0,6.0,0,0,0,0,0,0,0,0,0,1,17,10
590,Adam Thielen,WR,MIN,0.0,DET,5,5,Sun,3,2,40,20.0,0,66.70%,13.33,6.0,0,0,0,0,0,0,0,0,0,1,19,17
591,Albert Wilson,WR,MIA,0.0,BUF,2,2,Sun,6,4,20,5.0,0,66.70%,3.33,6.0,0,0,0,0,0,0,0,0,0,0,0,35
592,Cedrick Wilson Jr.,WR,DAL,0.0,NYG,5,5,Sun,1,1,35,35.0,0,100.00%,35.0,6.0,1,1,22,0,0,1,6,0,0,1,44,20
593,Tyreek Hill,WR,KAN,1.0,BAL,2,2,Sun,4,3,14,4.67,0,75.00%,3.5,5.9,0,0,0,0,0,1,15,0,0,0,35,36
594,Julio Jones,WR,TEN,0.0,ARI,1,1,Sun,6,3,29,9.67,0,50.00%,4.83,5.9,0,0,0,0,0,0,0,0,0,0,13,38
595,Darnell Mooney,WR,CHI,1.0,TAM,7,7,Sun,5,2,39,19.5,0,40.00%,7.8,5.9,0,0,0,0,0,0,0,0,0,0,3,38
596,Donovan Peoples-Jones,WR,CLE,0.0,CHI,3,3,Sun,2,2,39,19.5,0,100.00%,19.5,5.9,0,0,0,0,0,0,0,0,0,1,26,6
597,Michael Pittman Jr.,WR,IND,0.0,SEA,1,1,Sun,4,3,29,9.67,0,75.00%,7.25,5.9,0,0,0,0,0,0,0,0,0,0,16,28
598,Curtis Samuel,WR,WAS,1.0,ATL,4,4,Sun,4,4,19,4.75,0,100.00%,4.75,5.9,0,0,0,0,0,0,0,0,0,1,34,30
599,Nick Westbrook-Ikhine,WR,TEN,1.0,NYJ,4,4,Sun,8,3,29,9.67,0,37.50%,3.63,5.9,0,0,0,0,0,0,0,0,0,0,24,27
600,Keelan Cole,WR,NYJ,1.0,ATL,5,5,Sun,3,2,38,19.0,0,66.70%,12.67,5.8,0,0,0,0,0,0,0,0,0,0,20,27
601,Chris Conley,WR,HOU,1.0,MIA,9,9,Sun,3,2,38,19.0,0,66.70%,12.67,5.8,0,0,0,0,0,0,0,0,0,0,9,17
602,Mecole Hardman,WR,KAN,1.0,TEN,7,7,Sun,5,4,28,7.0,0,80.00%,5.6,5.8,0,0,0,0,0,0,0,0,1,0,3,27
603,Julio Jones,WR,TEN,0.0,KAN,7,7,Sun,4,2,38,19.0,0,50.00%,9.5,5.8,0,0,0,0,0,0,0,0,0,1,27,3
604,Michael Pittman Jr.,WR,IND,0.0,HOU,6,6,Sun,3,2,35,17.5,0,66.70%,11.67,5.8,0,0,0,0,0,1,3,0,0,1,31,3
605,DeVonta Smith,WR,PHI,1.0,DAL,3,3,Mon,6,3,28,9.33,0,50.00%,4.67,5.8,0,0,0,0,0,0,0,0,0,0,21,41
606,Amari Cooper,WR,DAL,0.0,DEN,8,9,Sun,5,2,37,18.5,0,40.00%,7.4,5.7,0,0,0,0,0,0,0,0,0,0,16,30
607,Quez Watkins,WR,PHI,1.0,LVR,7,7,Sun,4,2,37,18.5,0,50.00%,9.25,5.7,0,0,0,0,0,0,0,0,0,0,22,33
608,Nick Westbrook-Ikhine,WR,TEN,0.0,BUF,6,6,Mon,3,3,27,9.0,0,100.00%,9.0,5.7,0,0,0,0,0,0,0,0,0,1,34,31
609,Randall Cobb,WR,GNB,0.0,DET,2,2,Mon,3,3,26,8.67,0,100.00%,8.67,5.6,0,0,0,0,0,0,0,0,0,1,35,17
610,Amari Cooper,WR,DAL,0.0,PHI,3,3,Mon,4,3,26,8.67,0,75.00%,6.5,5.6,0,0,0,0,0,0,0,0,0,1,41,21
611,Terrace Marshall Jr.,WR,CAR,0.0,NYJ,1,1,Sun,6,3,26,8.67,0,50.00%,4.33,5.6,0,0,0,0,0,0,0,0,0,1,19,14
612,Rondale Moore,WR,ARI,1.0,CLE,6,6,Sun,4,3,16,5.33,0,75.00%,4.0,5.6,0,0,0,0,0,3,10,0,0,1,37,14
613,Keelan Cole,WR,NYJ,0.0,CIN,7,8,Sun,5,3,25,8.33,0,60.00%,5.0,5.5,0,0,0,0,0,0,0,0,0,1,34,31
614,Nico Collins,WR,HOU,1.0,MIA,9,9,Sun,3,3,25,8.33,0,100.00%,8.33,5.5,0,0,0,0,0,0,0,0,0,0,9,17
615,Jalen Guyton,WR,LAC,0.0,CLE,5,5,Sun,3,2,35,17.5,0,66.70%,11.67,5.5,0,0,0,0,0,0,0,0,0,1,47,42
616,Adam Humphries,WR,WAS,1.0,DEN,8,8,Sun,3,2,35,17.5,0,66.70%,11.67,5.5,0,0,0,0,0,0,0,0,0,0,10,17
617,Tyler Lockett,WR,SEA,1.0,PIT,6,6,Sun,7,2,35,17.5,0,28.60%,5.0,5.5,0,0,0,0,0,0,0,0,0,0,20,23
618,JuJu Smith-Schuster,WR,PIT,0.0,CIN,3,3,Sun,4,3,25,8.33,0,75.00%,6.25,5.5,0,0,0,0,0,0,0,0,0,0,10,24
619,Sammy Watkins,WR,BAL,0.0,IND,5,5,Mon,3,2,35,17.5,0,66.70%,11.67,5.5,0,0,0,0,0,0,0,0,0,1,31,25
620,Amari Cooper,WR,DAL,1.0,LAC,2,2,Sun,5,3,24,8.0,0,60.00%,4.8,5.4,0,0,0,0,0,0,0,0,0,1,20,17
621,Mike Evans,WR,TAM,0.0,DAL,1,1,Thu,6,3,24,8.0,0,50.00%,4.0,5.4,0,0,0,0,0,0,0,0,0,1,31,29
622,Marvin Jones,WR,JAX,1.0,CIN,4,4,Thu,3,3,24,8.0,0,100.00%,8.0,5.4,0,0,0,0,0,0,0,0,0,0,21,24
623,Chris Moore,WR,HOU,1.0,IND,6,6,Sun,5,4,14,3.5,0,80.00%,2.8,5.4,0,0,0,0,0,0,0,0,0,0,3,31
624,Jalen Reagor,WR,PHI,1.0,CAR,5,5,Sun,5,3,24,8.0,0,60.00%,4.8,5.4,0,0,0,0,0,0,0,0,0,1,21,18
625,Cedrick Wilson Jr.,WR,DAL,1.0,TAM,1,1,Thu,3,3,24,8.0,0,100.00%,8.0,5.4,0,0,0,0,0,0,0,0,0,0,29,31
626,Brandin Cooks,WR,HOU,0.0,NWE,5,5,Sun,5,3,23,7.67,0,60.00%,4.6,5.3,0,0,0,0,0,0,0,0,0,0,22,25
627,Zay Jones,WR,LVR,0.0,PHI,7,7,Sun,1,1,43,43.0,0,100.00%,43.0,5.3,0,0,0,0,0,0,0,0,0,1,33,22
628,Allen Lazard,WR,GNB,0.0,PIT,4,4,Sun,3,2,33,16.5,0,66.70%,11.0,5.3,0,0,0,0,0,0,0,0,0,1,27,17
629,Denzel Mims,WR,NYJ,1.0,ATL,5,5,Sun,3,2,33,16.5,0,66.70%,11.0,5.3,0,0,0,0,0,0,0,0,0,0,20,27
630,Josh Reynolds,WR,TEN,0.0,KAN,7,7,Sun,3,3,23,7.67,0,100.00%,7.67,5.3,0,0,0,0,0,0,0,0,0,1,27,3
631,Jaylen Waddle,WR,MIA,1.0,TAM,5,5,Sun,6,2,31,15.5,0,33.30%,5.17,5.3,0,0,0,0,0,1,2,0,0,0,17,45
632,Quez Watkins,WR,PHI,1.0,ATL,1,1,Sun,3,3,23,7.67,0,100.00%,7.67,5.3,0,0,0,0,0,0,0,0,0,1,32,6
633,Brandon Aiyuk,WR,SFO,1.0,ARI,5,5,Sun,4,2,32,16.0,0,50.00%,8.0,5.2,0,0,0,0,0,0,0,0,0,0,10,17
634,Randall Cobb,WR,GNB,0.0,WAS,7,7,Sun,4,3,22,7.33,0,75.00%,5.5,5.2,0,0,0,0,0,0,0,0,0,1,24,10
635,Marquise Goodwin,WR,CHI,0.0,SFO,8,8,Sun,3,2,32,16.0,0,66.70%,10.67,5.2,0,0,0,0,0,0,0,0,0,0,22,33
636,Allen Lazard,WR,GNB,1.0,SFO,3,3,Sun,1,1,42,42.0,0,100.00%,42.0,5.2,0,0,0,0,0,0,0,0,0,1,30,28
637,Elijah Moore,WR,NYJ,1.0,DEN,3,3,Sun,6,3,22,7.33,0,50.00%,3.67,5.2,0,0,0,0,0,0,0,0,0,0,0,26
638,Nelson Agholor,WR,NWE,1.0,NYJ,2,2,Sun,3,3,21,7.0,0,100.00%,7.0,5.1,0,0,0,0,0,0,0,0,0,1,25,6
639,Odell Beckham Jr.,WR,CLE,1.0,MIN,4,4,Sun,7,2,27,13.5,0,28.60%,3.86,5.1,0,0,0,0,0,1,4,0,0,1,14,7
640,DeAndre Hopkins,WR,ARI,1.0,JAX,3,3,Sun,6,3,21,7.0,0,50.00%,3.5,5.1,0,0,0,0,0,0,0,0,0,1,31,19
641,Marvin Jones,WR,JAX,0.0,BUF,8,9,Sun,5,3,21,7.0,0,60.00%,4.2,5.1,0,0,0,0,0,0,0,0,0,1,9,6
642,Zach Pascal,WR,IND,1.0,TEN,3,3,Sun,7,2,31,15.5,0,28.60%,4.43,5.1,0,0,0,0,0,0,0,0,0,0,16,25
643,Allen Robinson,WR,CHI,0.0,SFO,8,8,Sun,4,3,21,7.0,0,75.00%,5.25,5.1,0,0,0,0,0,0,0,0,0,0,22,33
644,DeVonta Smith,WR,PHI,0.0,TAM,6,6,Thu,4,2,31,15.5,0,50.00%,7.75,5.1,0,0,0,0,0,0,0,0,0,0,22,28
645,Robby Anderson,WR,CAR,0.0,PHI,5,5,Sun,7,2,30,15.0,0,28.60%,4.29,5.0,0,0,0,0,0,0,0,0,0,0,18,21
646,Randall Cobb,WR,GNB,1.0,CIN,5,5,Sun,3,2,30,15.0,0,66.70%,10.0,5.0,0,0,0,0,0,0,0,0,0,1,25,22
647,Keelan Cole,WR,NYJ,1.0,DEN,3,3,Sun,2,2,30,15.0,0,100.00%,15.0,5.0,0,0,0,0,0,0,0,0,0,0,0,26
648,Mecole Hardman,WR,KAN,0.0,GNB,9,9,Sun,6,3,20,6.67,0,50.00%,3.33,5.0,0,0,0,0,0,0,0,0,1,1,13,7
649,N'Keal Harry,WR,NWE,1.0,LAC,8,8,Sun,2,2,30,15.0,0,100.00%,15.0,5.0,0,0,0,0,0,0,0,0,0,1,27,24
650,Kendall Hinton,WR,DEN,1.0,DAL,9,9,Sun,1,1,40,40.0,0,100.00%,40.0,5.0,0,0,0,0,0,0,0,0,0,1,30,16
651,Denzel Mims,WR,NYJ,1.0,CAR,1,1,Sun,1,1,40,40.0,0,100.00%,40.0,5.0,0,0,0,0,0,0,0,0,0,0,14,19
652,Denzel Mims,WR,NYJ,0.0,CIN,7,8,Sun,3,2,30,15.0,0,66.70%,10.0,5.0,0,0,0,0,0,0,0,0,0,1,34,31
653,James Washington,WR,PIT,0.0,CIN,3,3,Sun,5,3,20,6.67,0,60.00%,4.0,5.0,0,0,0,0,0,0,0,0,0,0,10,24
654,Trinity Benson,WR,DET,0.0,SFO,1,1,Sun,6,3,19,6.33,0,50.00%,3.17,4.9,0,0,0,0,0,0,0,0,0,0,33,41
655,Damiere Byrd,WR,CHI,1.0,LAR,1,1,Sun,3,3,19,6.33,0,100.00%,6.33,4.9,0,0,0,0,0,0,0,0,0,0,14,34
656,Mecole Hardman,WR,KAN,0.0,CLE,1,1,Sun,3,3,19,6.33,0,100.00%,6.33,4.9,0,0,0,0,0,0,0,0,0,1,33,29
657,Van Jefferson,WR,LAR,1.0,NYG,6,6,Sun,4,3,19,6.33,0,75.00%,4.75,4.9,0,0,0,0,0,0,0,0,0,1,38,11
658,Jamal Agnew,WR,JAX,1.0,CIN,4,4,Thu,1,1,27,27.0,0,100.00%,27.0,4.8,0,0,0,0,0,1,11,0,1,0,21,24
659,C.J. Board,WR,NYG,0.0,ATL,3,3,Sun,2,1,38,38.0,0,50.00%,19.0,4.8,0,0,0,0,0,0,0,0,0,0,14,17
660,Nico Collins,WR,HOU,1.0,ARI,7,7,Sun,5,2,28,14.0,0,40.00%,5.6,4.8,0,0,0,0,0,0,0,0,0,0,5,31
661,Kenny Golladay,WR,NYG,0.0,LVR,9,9,Sun,3,2,28,14.0,0,66.70%,9.33,4.8,0,0,0,0,0,0,0,0,0,1,23,16
662,Amon-Ra St. Brown,WR,DET,1.0,GNB,2,2,Mon,5,3,18,6.0,0,60.00%,3.6,4.8,0,0,0,0,0,0,0,0,0,0,17,35
663,Dede Westbrook,WR,MIN,0.0,DET,5,5,Sun,4,3,18,6.0,0,75.00%,4.5,4.8,0,0,0,0,0,0,0,0,0,1,19,17
664,Kevin White,WR,NOR,0.0,TAM,7,8,Sun,1,1,38,38.0,0,100.00%,38.0,4.8,0,0,0,0,0,0,0,0,0,1,36,27
665,Cedrick Wilson Jr.,WR,DAL,0.0,DEN,8,9,Sun,5,2,28,14.0,0,40.00%,5.6,4.8,0,0,0,0,0,0,0,0,1,0,16,30
666,Danny Amendola,WR,HOU,1.0,ARI,7,7,Sun,5,3,17,5.67,0,60.00%,3.4,4.7,0,0,0,0,0,0,0,0,0,0,5,31
667,Chris Conley,WR,HOU,0.0,JAX,1,1,Sun,2,2,27,13.5,0,100.00%,13.5,4.7,0,0,0,0,0,0,0,0,0,1,37,21
668,Mike Evans,WR,TAM,1.0,PHI,6,6,Thu,4,2,27,13.5,0,50.00%,6.75,4.7,0,0,0,0,0,0,0,0,0,1,28,22
669,Rashard Higgins,WR,CLE,0.0,HOU,2,2,Sun,2,2,27,13.5,0,100.00%,13.5,4.7,0,0,0,0,0,0,0,0,0,1,31,21
670,Rashard Higgins,WR,CLE,0.0,PIT,8,8,Sun,4,2,27,13.5,0,50.00%,6.75,4.7,0,0,0,0,0,0,0,0,0,0,10,15
671,KhaDarel Hodge,WR,DET,1.0,MIN,5,5,Sun,5,1,17,17.0,0,20.00%,3.4,4.7,0,0,0,0,0,0,0,0,0,0,17,19
672,Keith Kirkwood,WR,CAR,1.0,NYG,7,7,Sun,5,3,17,5.67,0,60.00%,3.4,4.7,0,0,0,0,0,0,0,0,0,0,3,25
673,Terrace Marshall Jr.,WR,CAR,0.0,NOR,2,2,Sun,3,3,17,5.67,0,100.00%,5.67,4.7,0,0,0,0,0,0,0,0,0,1,26,7
674,Allen Robinson,WR,CHI,1.0,CLE,3,3,Sun,6,2,27,13.5,0,33.30%,4.5,4.7,0,0,0,0,0,0,0,0,0,0,6,26
675,John Ross,WR,NYG,0.0,CAR,7,7,Sun,2,2,27,13.5,0,100.00%,13.5,4.7,0,0,0,0,0,0,0,0,0,1,25,3
676,Marquez Valdes-Scantling,WR,GNB,1.0,NOR,1,1,Sun,8,3,17,5.67,0,37.50%,2.13,4.7,0,0,0,0,0,0,0,0,0,0,3,38
677,Mike Williams,WR,LAC,1.0,BAL,6,6,Sun,5,2,27,13.5,0,40.00%,5.4,4.7,0,0,0,0,0,0,0,0,0,0,6,34
678,Braxton Berrios,WR,NYJ,1.0,DEN,3,3,Sun,3,2,26,13.0,0,66.70%,8.67,4.6,0,0,0,0,0,0,0,0,0,0,0,26
679,Kendrick Bourne,WR,NWE,1.0,NYJ,2,2,Sun,3,2,10,5.0,0,66.70%,3.33,4.6,0,0,0,0,0,1,16,0,0,1,25,6
680,Devin Duvernay,WR,BAL,0.0,LAC,6,6,Sun,3,2,15,7.5,0,66.70%,5.0,4.6,0,0,0,0,0,1,11,0,0,1,34,6
681,K.J. Osborn,WR,MIN,0.0,SEA,3,3,Sun,2,2,26,13.0,0,100.00%,13.0,4.6,0,0,0,0,0,0,0,0,0,1,30,17
682,Mike Strachan,WR,IND,0.0,SEA,1,1,Sun,2,2,26,13.0,0,100.00%,13.0,4.6,0,0,0,0,0,0,0,0,0,0,16,28
683,Gabriel Davis,WR,BUF,1.0,TEN,6,6,Mon,2,2,25,12.5,0,100.00%,12.5,4.5,0,0,0,0,0,0,0,0,0,0,31,34
684,A.J. Green,WR,ARI,1.0,TEN,1,1,Sun,6,2,25,12.5,0,33.30%,4.17,4.5,0,0,0,0,0,0,0,0,0,1,38,13
685,Rondale Moore,WR,ARI,0.0,GNB,8,8,Thu,4,3,24,8.0,0,75.00%,6.0,4.5,0,0,0,0,0,2,1,0,1,0,21,24
686,Chester Rogers,WR,TEN,1.0,JAX,5,5,Sun,1,1,26,26.0,0,100.00%,26.0,4.5,0,0,0,0,0,1,9,0,0,1,37,19
687,Jeff Smith,WR,NYJ,0.0,NWE,2,2,Sun,2,1,35,35.0,0,50.00%,17.5,4.5,0,0,0,0,0,0,0,0,0,0,6,25
688,Cedrick Wilson Jr.,WR,DAL,1.0,LAC,2,2,Sun,2,2,20,10.0,0,100.00%,10.0,4.5,0,0,0,0,0,1,5,0,0,1,20,17
689,Robby Anderson,WR,CAR,1.0,NYG,7,7,Sun,9,3,14,4.67,0,33.30%,1.56,4.4,0,0,0,0,0,0,0,0,0,0,3,25
690,Rashard Higgins,WR,CLE,0.0,CHI,3,3,Sun,2,2,24,12.0,0,100.00%,12.0,4.4,0,0,0,0,0,0,0,0,0,1,26,6
691,K.J. Osborn,WR,MIN,0.0,DET,5,5,Sun,4,3,14,4.67,0,75.00%,3.5,4.4,0,0,0,0,0,0,0,0,0,1,19,17
692,Zach Pascal,WR,IND,1.0,SFO,7,7,Sun,6,3,14,4.67,0,50.00%,2.33,4.4,0,0,0,0,0,0,0,0,0,1,30,18
693,Odell Beckham Jr.,WR,CLE,0.0,DEN,7,7,Thu,6,2,23,11.5,0,33.30%,3.83,4.3,0,0,0,0,0,0,0,0,0,1,17,14
694,Randall Cobb,WR,GNB,1.0,NOR,1,1,Sun,1,1,32,32.0,0,100.00%,32.0,4.3,0,0,0,0,0,1,1,0,0,0,3,38
695,Ashton Dulin,WR,IND,0.0,NYJ,9,9,Thu,2,2,23,11.5,0,100.00%,11.5,4.3,0,0,0,0,0,0,0,0,0,1,45,30
696,CeeDee Lamb,WR,DAL,0.0,DEN,8,9,Sun,9,2,23,11.5,0,22.20%,2.56,4.3,0,0,0,0,0,0,0,0,0,0,16,30
697,Byron Pringle,WR,KAN,1.0,PHI,4,4,Sun,2,2,23,11.5,0,100.00%,11.5,4.3,0,0,0,0,0,0,0,0,1,1,42,30
698,Amon-Ra St. Brown,WR,DET,0.0,SFO,1,1,Sun,4,2,23,11.5,0,50.00%,5.75,4.3,0,0,0,0,0,0,0,0,0,0,33,41
699,Parris Campbell,WR,IND,1.0,MIA,4,4,Sun,3,2,22,11.0,0,66.70%,7.33,4.2,0,0,0,0,0,0,0,0,0,1,27,17
700,Nico Collins,WR,HOU,1.0,CLE,2,2,Sun,1,1,32,32.0,0,100.00%,32.0,4.2,0,0,0,0,0,0,0,0,0,0,21,31
701,Bryan Edwards,WR,LVR,0.0,CHI,5,5,Sun,6,2,22,11.0,0,33.30%,3.67,4.2,0,0,0,0,0,0,0,0,0,0,9,20
702,Jalen Guyton,WR,LAC,0.0,DAL,2,2,Sun,2,2,13,6.5,0,100.00%,6.5,4.2,0,0,0,0,0,1,9,0,0,0,17,20
703,Josh Palmer,WR,LAC,1.0,PHI,8,9,Sun,2,2,22,11.0,0,100.00%,11.0,4.2,0,0,0,0,0,0,0,0,0,1,27,24
704,Chester Rogers,WR,TEN,1.0,SEA,2,2,Sun,5,2,22,11.0,0,40.00%,4.4,4.2,0,0,0,0,0,0,0,0,0,1,33,30
705,Olamide Zaccheaus,WR,ATL,1.0,TAM,2,2,Sun,4,2,22,11.0,0,50.00%,5.5,4.2,0,0,0,0,0,0,0,0,0,0,25,48
706,DeAndre Carter,WR,WAS,1.0,GNB,7,7,Sun,1,1,4,4.0,0,100.00%,4.0,4.1,0,0,0,0,0,1,27,0,1,0,10,24
707,Jaelon Darden,WR,TAM,1.0,NOR,8,8,Sun,3,3,11,3.67,0,100.00%,3.67,4.1,0,0,0,0,0,0,0,0,0,0,27,36
708,DeSean Jackson,WR,LAR,0.0,CHI,1,1,Sun,2,2,21,10.5,0,100.00%,10.5,4.1,0,0,0,0,0,0,0,0,0,1,34,14
709,Justin Jefferson,WR,MIN,0.0,DAL,7,8,Sun,4,2,21,10.5,0,50.00%,5.25,4.1,0,1,0,0,0,0,0,0,0,0,16,20
710,Collin Johnson,WR,NYG,0.0,LAR,6,6,Sun,5,2,21,10.5,0,40.00%,4.2,4.1,0,0,0,0,0,0,0,0,0,0,11,38
711,Jarvis Landry,WR,CLE,1.0,CIN,9,9,Sun,5,3,11,3.67,0,60.00%,2.2,4.1,0,0,0,0,0,1,0,0,1,1,41,16
712,Josh Palmer,WR,LAC,0.0,DAL,2,2,Sun,2,2,21,10.5,0,100.00%,10.5,4.1,0,0,0,0,0,0,0,0,0,0,17,20
713,Laviska Shenault Jr.,WR,JAX,1.0,SEA,7,8,Sun,4,2,13,6.5,0,50.00%,3.25,4.1,0,0,0,0,0,1,8,0,0,0,7,31
714,Odell Beckham Jr.,WR,CLE,1.0,LAC,5,5,Sun,3,2,20,10.0,0,66.70%,6.67,4.0,0,0,0,0,0,0,0,0,0,0,42,47
